,영화명,감독,개봉일,국가,스크린수,관객수,관람가,장르,개봉연도,개봉월,흥행
4439,가구야공주 이야기,다카하타 이사오,2014-06-04,일본,77,16439,전체,애니메이션,2014,6,0
4440,택스 콜렉터,데이비드 에이어,2020-11-18,미국,372,16412,19세이상,액션,2020,11,0
4441,마돈나,신수원,2015-07-02,한국,65,16385,19세이상,드라마,2015,7,0
4442,허블 3D,토니 마이어스,2011-05-05,캐나다,8,16369,전체,다큐멘터리,2011,5,0
4443,소와 함께 여행하는 법,임순례,2010-11-03,한국,88,16356,15세이상,드라마,2010,11,0
4444,이차크의 행복한 바이올린,앨리슨 쉐르닉,2018-12-20,미국,26,16345,전체,다큐멘터리,2018,12,0
4445,빅 배드 폭스,벤자민 레너,2017-11-30,프랑스,219,16340,전체,애니메이션,2017,11,0
4446,김군,강상우,2019-05-23,한국,73,16324,12세이상,다큐멘터리,2019,5,0
4447,리틀 폭스,갈수영,2016-06-23,중국,150,16204,전체,애니메이션,2016,6,0
4448,순교,김상철,2015-08-13,한국,5,16202,전체,다큐멘터리,2015,8,0
4449,링스,하비에르 구티에레즈,2017-04-06,미국,123,16199,15세이상,공포(호러),2017,4,0
4450,예전부터 계속 좋아했어 ~고백실행위원회~,야나기자와 테츠야,2016-09-29,일본,77,16187,전체,애니메이션,2016,9,0
4451,토마스와 친구들 - 극장판 2,그렉 티어넌,2010-06-10,미국,92,16186,전체,애니메이션,2010,6,0
4452,초미의 관심사,남연우,2020-05-27,한국,380,16137,15세이상,드라마,2020,5,0
4453,위 베어 베어스: 베이비 베어스,매니 에르난데스,2018-05-24,미국,300,16136,전체,애니메이션,2018,5,0
4454,카운터페이터,스테판 루조비츠키,2008-07-03,오스트리아,10,16095,15세이상,범죄,2008,7,0
4455,베이트,킴블 렌달,2013-08-08,호주,59,16091,15세이상,공포(호러),2013,8,0
4459,호크니,랜달 라이트,2019-08-08,영국,44,16070,12세이상,다큐멘터리,2019,8,0
4460,셀마,에바 두버네이,2015-07-23,미국,48,16029,12세이상,드라마,2015,7,0
4461,오구,이윤택,2003-11-28,한국,0,16000,15세이상,드라마,2003,11,0
4463,어웨이 프롬 허,사라 폴리,2008-03-27,캐나다,4,15997,12세이상,멜로/로맨스,2008,3,0
4464,빈 디젤의 디아블로,F. 게리 그레이,2003-10-02,미국,0,15989,18세이상,액션,2003,10,0
4465,스파이 게임,마이클 앱티드,2017-09-14,영국,203,15986,15세이상,액션,2017,9,0
4474,헤로니모,전후석,2019-11-21,한국,68,15982,전체,다큐멘터리,2019,11,0
4475,십계: 구원의 길,알렉상드르 아반치니,2017-04-13,브라질,97,15974,전체,드라마,2017,4,0
4476,매직키드 보보,니잠 라작,2017-03-01,말레이시아,219,15968,전체,애니메이션,2017,3,0
4477,호비와 매직 아일랜드,카와마타 히로시,2018-06-06,일본,114,15942,전체,애니메이션,2018,6,0
4478,마왕의 딸 이리샤,장형윤,2019-09-26,한국,314,15894,전체,애니메이션,2019,9,0
4479,더 웨이브,로아 우타우,2016-07-13,노르웨이,140,15890,12세이상,액션,2016,7,0
4480,아기돼지 3형제와 쿵푸랜드,유위,2018-02-01,중국,154,15885,전체,애니메이션,2018,2,0
4481,어바웃 리키,조나단 드미,2015-09-03,미국,123,15867,15세이상,드라마,2015,9,0
4482,로코왕국의 전설: 엘프킹을 찾아서,위성준,2014-06-26,중국,178,15846,전체,애니메이션,2014,6,0
4483,키즈모노가타리 II : 열혈편,신보 아키유키,2016-10-20,일본,69,15800,15세이상,애니메이션,2016,10,0
4484,극장판 샤이닝스타:새로운 루나퀸의 탄생!,박일호,2019-07-18,한국,117,15785,전체,애니메이션,2019,7,0
4485,행복한 라짜로,알리체 로르와커,2019-06-20,이탈리아,35,15762,12세이상,드라마,2019,6,0
4486,더 스퀘어,루벤 외스틀룬드,2018-08-02,스웨덴,43,15720,15세이상,코미디,2018,8,0
4487,러브토크,이윤기,2005-11-11,한국,0,15719,18세이상,멜로/로맨스,2005,11,0
4488,웨스턴 리벤지,크리스티안 레브링,2014-10-30,덴마크,117,15671,19세이상,액션,2014,10,0
4489,모스트 원티드 맨,안톤 코르빈,2014-08-07,영국,27,15654,19세이상,스릴러,2014,8,0
4490,와일드 로즈,톰 하퍼,2019-10-17,영국,152,15650,15세이상,드라마,2019,10,0
4491,킹 오브 프리즘 -샤이니 세븐 스타즈-,히시다 마사카즈,2019-03-07,일본,43,15597,12세이상,애니메이션,2019,3,0
4492,펀치 드렁크 러브,폴 토마스 앤더슨,2003-05-08,미국,0,15594,15세이상,멜로/로맨스,2003,5,0
4493,밥정,박혜령,2020-10-07,한국,182,15580,전체,다큐멘터리,2020,10,0
4494,토일렛,오기가미 나오코,2010-12-02,일본,7,15576,전체,스릴러,2010,12,0
4498,런던 블러바드,윌리엄 모나한,2012-09-20,미국,131,15539,15세이상,범죄,2012,9,0
4499,추적,케네스 브래너,2008-11-20,영국,1,15501,15세이상,미스터리,2008,11,0
4500,이다,파벨 파블리코브스키,2015-02-18,폴란드,34,15493,15세이상,드라마,2015,2,0
4501,스팀보이,오토모 가츠히로,2005-08-04,일본,0,15485,전체,애니메이션,2005,8,0
4502,라라와 움직이는 비밀의 숲,왕운비,2019-08-22,중국,237,15484,전체,애니메이션,2019,8,0
4503,파리의 딜릴리,미셸 오슬로,2019-05-29,프랑스,36,15440,전체,애니메이션,2019,5,0
4504,아메리칸 파이: 19금 동창회,존 허위츠,2012-08-09,미국,117,15431,19세이상,코미디,2012,8,0
4505,조,드레이크 도리머스,2019-07-11,미국,69,15429,15세이상,멜로/로맨스,2019,7,0
4509,극장판 요괴워치: 포에버 프렌즈,타카하시 시게하루,2020-10-15,일본,423,15426,전체,애니메이션,2020,10,0
4510,쌍웅,진목승,2003-10-10,홍콩,0,15400,15세이상,액션,2003,10,0
4512,극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘,야노 히로유키,2014-06-19,일본,235,15382,전체,애니메이션,2014,6,0
4513,배드 지니어스,나타우트 푼프리야,2017-11-02,태국,200,15319,15세이상,스릴러,2017,11,0
4514,아스테릭스: 신들의 전당,루이 클리시,2015-04-30,프랑스,104,15315,전체,애니메이션,2015,4,0
4515,꼬마 유령,알랑 그스포너,2015-06-11,독일,176,15276,전체,판타지,2015,6,0
4516,아이 인 더 스카이,개빈 후드,2016-07-14,영국,205,15258,12세이상,전쟁,2016,7,0
4517,아무도 머물지 않았다,아쉬가르 파라디,2013-12-26,프랑스,26,15252,15세이상,드라마,2013,12,0
4518,핑크퐁 시네마 콘서트 : 우주대탐험,변희선,2020-01-30,한국,182,15229,전체,애니메이션,2020,1,0
4519,삽질,김병기,2019-11-14,한국,171,15228,12세이상,다큐멘터리,2019,11,0
4520,비우티풀,알레한드로 곤잘레스 이냐리투,2011-10-13,스페인,21,15213,19세이상,드라마,2011,10,0
4521,토마스와 친구들: 잃어버린 왕관,롭 실베스트리,2014-11-13,영국,110,15202,전체,애니메이션,2014,11,0
4523,스턱 인 러브,조쉬 분,2014-02-20,미국,46,15147,15세이상,코미디,2014,2,0
4524,해수의 아이,와타나베 아유무,2020-09-30,일본,76,15142,전체,애니메이션,2020,9,0
4525,텐텐,미키 사토시,2008-09-11,일본,1,15135,12세이상,코미디,2008,9,0
4526,캡틴 샤키,허버트 베일란드,2018-11-22,독일,175,15121,전체,애니메이션,2018,11,0
4527,청설,청펀펀,2010-06-17,대만,20,15116,전체,드라마,2010,6,0
4528,호비와 무지개 오아시스 대모험,히라바야시 이사무,2017-09-07,일본,103,15101,전체,애니메이션,2017,9,0
4529,캥거루 잭,데이빗 맥낼리,2003-09-26,미국,0,15100,전체,코미디,2003,9,0
4530,런어웨이즈,플로리아 시지스몬디,2010-06-24,미국,76,15088,19세이상,드라마,2010,6,0
4531,슈퍼소닉,매트 화이트크로스,2016-11-24,영국,38,15074,15세이상,다큐멘터리,2016,11,0
4532,블루 발렌타인,데릭 시엔프랜스,2012-05-31,미국,15,15053,19세이상,드라마,2012,5,0
4533,뷰티풀 라이,필리프 팔라도,2015-03-26,미국,91,15050,12세이상,드라마,2015,3,0
4535,라이드 : 나에게로의 여행,헬렌 헌트,2015-07-16,미국,29,15039,15세이상,드라마,2015,7,0
4536,크리드2,스티븐 카플 주니어,2019-02-21,미국,298,15023,12세이상,액션,2019,2,0
4537,이케아 옷장에서 시작된 특별난 여행,켄 스콧,2019-07-18,프랑스,71,15019,12세이상,드라마,2019,7,0
4538,행복한 사전,이시이 유야,2014-02-20,일본,25,15017,전체,드라마,2014,2,0
4539,마틴 에덴,피에트로 마르첼로,2020-10-29,이탈리아,60,15004,12세이상,드라마,2020,10,0
4540,치코와 리타,페르난도 트루에바,2012-01-05,스페인,17,15001,15세이상,애니메이션,2012,1,0
4541,머나먼 사랑,마틴 캠벨,2004-02-13,미국,0,15000,15세이상,드라마,2004,2,0
4542,프렌드 존,차야놉 분프라콥,2019-10-30,태국,104,14991,12세이상,멜로/로맨스,2019,10,0
4543,고양이를 빌려드립니다,오기가미 나오코,2012-12-13,일본,9,14983,12세이상,드라마,2012,12,0
4544,캡틴 판타스틱,매트 로스,2016-11-30,미국,86,14976,15세이상,드라마,2016,11,0
4545,버진 스노우,그렉 아라키,2014-12-10,프랑스,126,14964,19세이상,미스터리,2014,12,0
4546,로즈,짐 쉐리단,2017-04-12,아일랜드,125,14955,15세이상,멜로/로맨스,2017,4,0
4547,MB의 추억,김재환,2012-10-18,한국,5,14954,15세이상,다큐멘터리,2012,10,0
4548,레이디 채털리,파스칼 페랑,2007-07-11,프랑스,0,14932,19세이상,멜로/로맨스,2007,7,0
4549,하나와 미소시루,아쿠네 토모아키,2016-04-27,일본,104,14925,전체,가족,2016,4,0
4550,사랑이 이긴다,민병훈,2015-09-10,한국,48,14916,15세이상,가족,2015,9,0
4551,네스트,플로렝 에밀리오 시리,2003-08-14,프랑스,0,14914,15세이상,액션,2003,8,0
4552,브로큰 임브레이스,페드로 알모도바르,2009-11-19,스페인,6,14880,19세이상,드라마,2009,11,0
4553,토이 가디언즈,신우,2018-03-15,중국,136,14857,전체,애니메이션,2018,3,0
4554,군산: 거위를 노래하다,장률,2018-11-08,한국,92,14848,15세이상,드라마,2018,11,0
4555,카센타,하윤재,2019-11-27,한국,138,14839,15세이상,범죄,2019,11,0
4556,이민자,제임스 그레이,2015-09-03,미국,36,14807,15세이상,드라마,2015,9,0
4560,"러블리, 스틸",니콜라스 패클러,2010-12-23,미국,8,14790,12세이상,드라마,2010,12,0
4561,극장판 엉덩이 탐정: 텐텐마을의 수수께끼,시바타 히로키,2020-09-24,일본,157,14768,전체,애니메이션,2020,9,0
4562,나쁜놈은 죽는다,손호,2016-02-04,중국,138,14767,15세이상,코미디,2016,2,0
4563,"하늘을 나는 강아지, 비포와 친구들",이도 엔젤,2014-03-13,이스라엘,142,14746,전체,애니메이션,2014,3,0
4564,데드폴,스테판 루조비츠키,2013-01-23,미국,82,14744,19세이상,범죄,2013,1,0
4565,비거 스플래쉬,루카 구아다그니노,2016-08-03,이탈리아,40,14711,19세이상,멜로/로맨스,2016,8,0
4567,빅 식,마이클 쇼월터,2018-07-18,미국,136,14697,15세이상,멜로/로맨스,2018,7,0
4568,쇼를 사랑한 남자,스티븐 소더버그,2013-10-09,미국,26,14696,19세이상,드라마,2013,10,0
4569,콜로설,나초 비갈론도,2017-04-20,캐나다,305,14687,12세이상,액션,2017,4,0
4570,돈 워리,구스 반 산트,2019-07-25,미국,55,14684,15세이상,드라마,2019,7,0
4571,아픈 만큼 사랑한다,임준현,2019-04-03,한국,121,14682,전체,다큐멘터리,2019,4,0
4572,안녕?! 오케스트라,이철하,2013-11-28,한국,49,14665,전체,다큐멘터리,2013,11,0
4573,나루토-대흥분! 초승달 섬의 애니멀 소동,츠루 토시요키,2007-01-04,일본,0,14663,전체,애니메이션,2007,1,0
4574,아마데우스 감독판,밀로스 포만,2015-10-29,미국,31,14628,12세이상,드라마,2015,10,0
4575,굿바이 레닌,볼프강 벡커,2003-10-24,독일,0,14595,12세이상,드라마,2003,10,0
4576,피노키오의 모험,안나 저스티스,2014-09-18,독일,54,14557,전체,애니메이션,2014,9,0
4577,시민 노무현,백재호,2019-05-23,한국,174,14500,12세이상,다큐멘터리,2019,5,0
4578,엘리펀트 송,찰스 비네임,2015-06-11,캐나다,49,14488,15세이상,미스터리,2015,6,0
4579,모리스,제임스 아이보리,2019-11-07,영국,50,14484,15세이상,드라마,2019,11,0
4580,공정사회,이지승,2013-04-18,한국,37,14461,19세이상,드라마,2013,4,0
4581,아사코,류스케 하마구치,2019-03-14,일본,167,14441,12세이상,드라마,2019,3,0
4582,열두명의 웬수들2,아담 쉥크만,2006-01-26,미국,0,14440,전체,코미디,2006,1,0
4583,어느 하녀의 일기,브누와 쟉꼬,2015-08-06,프랑스,37,14436,19세이상,드라마,2015,8,0
4584,갬빗,마이클 호프만,2013-11-28,미국,94,14426,15세이상,코미디,2013,11,0
4585,춘몽,장률,2016-10-13,한국,96,14423,15세이상,드라마,2016,10,0
4586,카우 삼총사,윌 핀,2004-08-06,미국,0,14396,전체,애니메이션,2004,8,0
4587,무수단,구모,2016-03-03,한국,228,14386,15세이상,미스터리,2016,3,0
4588,리틀 보이,알레한드로 몬테베르드,2015-12-10,미국,143,14343,12세이상,드라마,2015,12,0
4589,너는 여기에 없었다,린 램지,2018-10-04,프랑스,47,14336,15세이상,드라마,2018,10,0
4590,더 문,던칸 존스,2009-11-26,영국,46,14331,12세이상,SF,2009,11,0
4591,터치 오브 라이트,장영치,2013-03-14,대만,128,14323,전체,드라마,2013,3,0
4592,노스 컨츄리,니키 카로,2006-04-27,미국,0,14300,15세이상,드라마,2006,4,0
4593,브링 홈: 아버지의 땅,텐진 체탄 초클리,2016-09-01,한국,36,14289,전체,다큐멘터리,2016,9,0
4594,수영장으로 간 남자들,질 를르슈,2019-07-18,프랑스,79,14285,15세이상,코미디,2019,7,0
4595,유니콘 원정대: 비밀의 다이어리,카말 반살,2018-06-21,인도,235,14261,전체,애니메이션,2018,6,0
4596,알리바이,맷 체코스키,2006-01-12,미국,0,14245,15세이상,드라마,2006,1,0
4597,라스트 홈,라민 바흐러니,2016-04-07,미국,163,14241,15세이상,드라마,2016,4,0
4598,개구리왕국 2,펭 페이,2017-03-23,중국,171,14236,전체,애니메이션,2017,3,0
4599,하나와 앨리스: 살인사건,이와이 슌지,2015-05-27,일본,67,14226,12세이상,애니메이션,2015,5,0
4600,양지의 그녀,미키 타카히로,2019-03-21,일본,134,14224,12세이상,멜로/로맨스,2019,3,0
4601,보리밭을 흔드는 바람,켄 로치,2006-11-02,영국,0,14190,15세이상,드라마,2006,11,0
4602,아티스트 봉만대,봉만대,2013-08-29,한국,131,14188,19세이상,코미디,2013,8,0
4603,저 하늘에도 슬픔이,한명구,2007-05-17,한국,0,14168,전체,가족,2007,5,0
4604,아노말리사,찰리 카우프만,2016-03-30,미국,93,14153,19세이상,애니메이션,2016,3,0
4605,해피 어게인,커트 보엘커,2018-03-28,미국,98,14134,15세이상,드라마,2018,3,0
4606,거북이도 난다,바흐만 고바디,2005-04-22,이란,0,14104,15세이상,드라마,2005,4,0
4607,박치기!,이즈츠 카즈유키,2006-02-14,일본,0,14096,15세이상,드라마,2006,2,0
4609,중2병이라도 사랑이 하고 싶어! 극장판,이시하라 타츠야,2014-02-06,일본,32,14064,전체,애니메이션,2014,2,0
4610,테레즈 라캥,찰리 스트레이턴,2014-07-10,미국,48,14063,19세이상,범죄,2014,7,0
4611,그레이시 스토리,데이비스 구겐하임,2008-03-27,미국,90,14043,12세이상,드라마,2008,3,0
4612,호미사이드,론 쉘톤,2003-12-12,미국,0,14000,15세이상,액션,2003,12,0
4613,킹 오브 프리즘 –샤이니 세븐 스타즈- IV 루이x신x언노운,히시다 마사카즈,2019-05-30,일본,30,13993,15세이상,애니메이션,2019,5,0
4614,마이 마이 신코 이야기,카타부치 스나오,2009-12-10,일본,31,13955,전체,애니메이션,2009,12,0
4615,체크 히어로,앤더스 마테센,2019-10-23,덴마크,221,13951,전체,애니메이션,2019,10,0
4616,밤과 낮,홍상수,2008-02-28,한국,18,13940,19세이상,드라마,2008,2,0
4617,자객 섭은낭,허우 샤오시엔,2016-02-04,대만,52,13938,12세이상,사극,2016,2,0
4618,네이든,모건 매튜스,2015-06-25,영국,49,13912,12세이상,드라마,2015,6,0
4619,뷰티풀 보이,펠릭스 반 그뢰닝엔,2019-09-19,미국,130,13906,15세이상,드라마,2019,9,0
4620,보트,김영남,2009-05-28,한국,51,13904,15세이상,드라마,2009,5,0
4621,프로즌 그라운드,스콧 워커,2014-02-06,미국,88,13853,19세이상,스릴러,2014,2,0
4622,위로공단,임흥순,2015-08-13,한국,34,13827,15세이상,다큐멘터리,2015,8,0
4623,테이킹 우드스탁,이안,2010-07-29,미국,14,13809,19세이상,코미디,2010,7,0
4624,호비와 엄마나무섬의 비밀,히라바야시 이사무,2015-07-02,일본,74,13802,전체,애니메이션,2015,7,0
4625,미어캣의 모험,제임스 허니본,2009-08-06,영국,62,13797,전체,다큐멘터리,2009,8,0
4626,미스터 터너,마이크 리,2015-01-22,영국,29,13792,19세이상,드라마,2015,1,0
4627,산이 울다,래리 양,2016-05-25,중국,107,13791,15세이상,드라마,2016,5,0
4628,헤이츠,마크 톤데라이,2012-12-06,미국,75,13747,15세이상,스릴러,2012,12,0
4629,꼬마비행기 피티와 친구들:사막구출 대작전,루카스 퀴아오,2018-11-22,중국,212,13710,전체,애니메이션,2018,11,0
4630,류이치 사카모토: 코다,스티븐 쉬블,2018-06-14,일본,49,13709,전체,다큐멘터리,2018,6,0
